R,OPEN,pre_HIGH,pre_LOW,prev_VOLUME
1,133.51,132,127.39,6897900
0,132.63,134.16,133.34,2029000
0,131.45,133.65,131.94,2433500
0,131.8,132.6358,131.33,4229600
0,130.36,131.87,130.94,2496300
0,129.69,132.55,129.82,1644800
0,129.5,130.41,129.59,1576100
1,130.02,130.3,128.55,2691800
1,129.91,130.78,129.92,2532500
0,129.15,130.5,129.775,2148200
0,128.97,130,128.98,2360400
0,127.86,130.12,128.8,2569800
0,128.15,128.66,127.43,2426300
0,127.54,128.59,127.55,2428600
1,126.03,128.169,127.25,1751500
0,127.15,128.02,126.03,2234300
1,126.46,127.8799,126.23,3188900
0,125.75,127.32,126.23,1910300
1,125.98,126.46,124.86,1757900
0,126.76,126.49,125.56,1741500
0,124.97,126.93,125.12,1676600
0,125.57,126.38,124.95,2327200
1,125.08,125.98,124.76,2107700
0,124.13,125.48,124.62,1986700
0,123.05,125.32,123.8,2358400
0,122.96,124.46,122.87,2054300
0,123.43,124.955,122.7,3851100
1,123.36,123.73,122.5,2337500
0,122.79,124.32,123.28,2053500
0,122.87,123.31,122.68,1762200
0,120.74,123.45,122.4,2590500
0,120.86,122.87,120.71,2791700
0,121.28,120.94,120.14,2646400
1,120.26,121.38,119.79,2720500
0,119.16,121.7,120,1866800
0,118.6,120.77,118.39,2492700
0,117.27,119.34,118.32,2688800
0,118.72,117.96,116.65,2499200
1,118.56,119.22,117.1,2869000
1,118.37,119.265,118.28,1931200
0,118.71,119.71,118.13,1983700
1,119.13,119.11,117.89,2525800
1,119.69,119.59,118.44,2056500
0,119.39,119.82,118.8,1854800
1,119.97,119.956,118.67,2104700
1,120.6,120.3,119.26,2028100
0,120.89,121,119.92,2240900
1,121.24,121.21,120.17,2173400
1,120.43,121.87,120.69,3585100
0,121.5,121.47,120.37,3468500
1,121.15,121.93,120.01,6999000
0,120.25,122.27,121.15,2912400
0,119.07,121.51,119.87,3307700
0,119.79,120.19,118.65,2436000
0,118.49,120,119.06,2756300
0,118.8,118.85,118.32,1973300
1,117.63,118.914,118,2399700
0,117.31,118.71,117.59,1889000
0,115.63,117.87,117.07,2572800
0,115.09,117.14,115.51,1976800
0,114.35,115.82,113.8877,1965600
0,113.08,115.12,114.03,1947900
0,114.57,114.865,113.08,2312200
1,113.61,114.92,112.85,2168100
0,112.87,113.74,112.85,2205600
0,112.51,113.83,112.58,1457200
0,113.41,113.42,112.36,1545800
1,114.38,113.82,112.67,1907500
1,114.76,115.1725,114.04,1815700
1,113.61,115,113.59,1953300
0,114.79,114.89,113.3445,2002000
1,115.52,114.84,113.34,2293700
1,115.83,115.89,115.19,2153600
1,115.68,115.96,115.47,1829300
0,116.92,116.21,115.64,2332800
1,118.9,116.92,115.6401,1994900
1,118.52,118.91,117.57,2021400
0,118,119.18,117.19,2023300
0,118.73,118.76,117.72,1647400
1,118.27,119.2,117.7,2460100
0,117.3,119,117.64,2380600
0,117.82,117.948,117.04,1934000
1,118.17,117.95,117.14,1841100
1,117.98,118.25,117.81,1351800
1,118.38,118.35,117.47,1899300
0,117.13,119.26,118.27,2997000
0,116.9,118.596,117.01,2694000
0,116.41,117.12,116.33,2285200
1,116.17,116.8052,116.06,1460400
0,115.3,116.93,115.34,2332200
0,117.07,116.9,114.84,3346700
1,116.44,117.09,116.06,1808800
0,116,117.3,116.01,2254400
0,115.34,116.82,115.66,2823500
0,114.61,116.47,115.34,3093900
0,114.97,115.75,114.57,2945800
0,114.99,115.27,114.31,2096600
1,115.14,115.44,114.06,2458400
1,114.57,115.49,114.75,2064400
0,114.36,115.24,114.27,2291700
0,113.38,114.75,114.17,2387500
0,113.09,113.88,112.91,2307500
0,112,113.52,112.795,2196200
0,110.37,112.784,111.901,2571600
0,108.28,111.56,109.87,2064500
0,109.05,109.9,108.21,1358800
1,108.37,109.75,108.33,3008800
1,109.86,110.36,108.36,2668800
1,110.54,110.47,109.14,3428500
0,109.07,110.9,109.97,2229600
0,108.2,109.98,108.73,2524400
0,108.784,108.75,107.54,2676700
1,109.5,108.784,107.15,3602500
0,110.71,110.06,108.74,4674400
1,112.96,110.76,108.52,2975600
1,112.07,113.25,111.53,1971700
0,111.85,113.23,111.9,1695300
0,111.3,112.87,111.6445,2617800
1,108.95,112.07,110.75,2016800
0,110.99,111.44,108.58,2604200
1,109.9,111.06,108.95,2400700
1,111.41,111.08,109.51,1752100
1,109.38,111.45,110.54,2224100
0,108.46,111.12,108.97,3374900
0,109.8,108.775,107.64,2680800
1,110.65,109.89,108.395,2690400
1,110.7,111.2,109.53,2508500
0,110.79,110.95,109.6901,2647100
1,111.34,112.211,110.27,3207700
0,111.04,112,111.011,2599200
1,111.15,111.36,110.48,2113600
0,109.86,112.38,111.04,2722000
1,110.06,110.49,109.49,2228400
1,111.59,110.7,109.58,2568400
1,112.11,112.29,110.57,3833200
0,111.13,112.34,111.52,2473300
0,111.16,112.055,110.96,2457300
0,111.21,111.78,110.94,4060400
1,110.4,111.7,110.95,2685900
0,110.32,111.715,110.29,2912600
0,109.99,110.79,110.27,2481000
0,110.08,110.72,109.71,2044400
0,108.11,110.64,109.75,2993300
0,108.03,110.51,108.11,4487000
0,107.61,108.29,107.77,2654400
0,107.63,108.371,107.55,2235200
0,106.96,107.99,107.45,2174400
0,105.04,108.6,106.85,3013100
0,104.78,106.375,104.91,3119500
1,103.98,105.12,104.42,3258900
0,103.91,104.74,102.97,3768800
0,104.97,104.2,102.89,2903700
1,104.46,105.18,103.46,3359400
1,107.61,105.64,103.5,9027000
0,106.24,108.15,107.24,3238200
0,105.71,107.51,105.86,3209800
0,105.31,106.1,105.14,2646800
0,105.84,105.88,104.82,3323000
1,105.47,105.97,104.28,3144700
1,106.69,105.8,104.93,3155300
0,107.15,106.85,105.7001,2636800
1,107.89,107.91,105.74,3677400
1,107.86,108.2699,107.31,2111400
0,106.09,108.72,107.86,2137800
0,106,107.93,106.028,3262400
0,105.86,106.69,105.39,2370600
1,104.45,106.42,105.1,1947700
1,105.82,105.875,104.35,2477800
0,106.6,106.22,105.3,1771200
1,105.8,106.97,105.43,3278900
0,106,106.8,105.79,2097500
1,105.67,106.17,105.42,1684300
0,105.35,106.34,105.28,2276700
1,105.41,105.5,104.97,2129500
0,106.53,106.225,105.41,1893500
1,105.1,106.8,104.68,3739200
0,105.39,106.485,105.1,2409800
1,105.91,105.4619,104.72,1937300
0,105.83,106.17,105.38,1799500
1,105.23,105.98,104.64,3211400
1,105.9,105.96,105.22,1811400
0,105.33,106.88,105.851,5148400
0,105.13,106.02,105.26,2203400
1,105.82,105.57,104.88,2059600
1,105.33,105.98,104.96,2226800
0,105,105.955,105.33,1720600
0,104.8,105.81,104.825,2357200
1,104.73,105.155,104.49,1875200
0,103.76,105.42,104.47,3470300
0,103.51,104.81,103.65,2632200
1,103.39,103.51,102.59,2566300
1,103.6,103.94,102.72,2660400
0,102.1,104.56,103.14,2870100
0,102.11,103.93,101.95,2353700
0,103.91,102.66,101.91,2471900
1,102.99,104.04,101.75,3021900
0,102.88,103.7,102.82,2158100
1,104.18,103.14,102.39,2758000
1,103.42,104.4,103.15,2995400
0,103.06,104.3916,103.32,2988500
0,102.43,103.38,102.62,2326200
1,103.03,103.14,102.22,2217500
1,102.66,103.395,102.58,1699900
0,102.39,103.59,102.63,1928000
1,102.34,102.88,102.0401,1715500
0,102.65,103.33,102.04,1937800
1,101.13,102.74,101.4599,2277600
0,101.31,102.99,101.08,3510600
0,100.77,101.92,101.245,2833100
1,101.44,101.21,100.58,1987600
0,100.69,101.99,101.16,3853600
1,101.8,100.95,100.07,3763100
1,100.33,101.95,100.69,2822800
0,100.98,101.87,100.06,3530700
0,99.79,100.98,100.27,2964900
0,99.38,100.87,99.58,4237800
0,98.97,99.82,98.8,3816300
0,98.39,99.695,98.81,3579300
0,98.42,99.33,98.1,3215200
0,97.79,98.8,98.04,3187900
0,97,98.5,97.51,2803900
0,96.83,97.7,96.92,2092300
0,96.4,97.403,96.57,2106400
0,95.84,97.39,96.0962,2592500
1,96.71,96.66,95.21,2923900
0,95.87,96.99,96.33,2600600
0,95.17,96.74,95.71,2359700
0,95.02,95.75,95.1,2655500
0,94.79,95.73,94.76,2745800
0,94.34,95.48,94.54,2704900
1,94.19,94.929,94.13,2704600
0,91.55,94.79,93.96,3206700
0,91.98,92.92,91.4,2580600
1,93.11,92.8,91.6068,1877300
1,93.35,93.17,91.67,2360900
1,92.7,93.73,92.75,1542900
0,92.78,93.72,92.69,953400
1,93.35,93.66,91.94,5975500
0,93.92,94.14,93.21,3289800
1,93.13,93.98,92.97,3254800
0,92.39,94,93,2800000
0,92,93.11,92.13,2750700
1,92.95,92.58,92,2709000
1,93.72,93.45,92.16,2621400
1,92.65,94,92.52,4064900
0,91.37,93.9,92.5,3821600
0,91.24,92.48,91.35,2847700
0,90.8,91.67,90.68,2476400
0,90.3,91.09,90.31,2027700
0,90.31,91.2,89.595,2996600
1,91.41,90.69,90,1969800
1,90.68,91.68,90.12,1929200
0,91.35,91.19,90.49,2284900
1,90.1,91.97,90.51,2364000
0,90.19,91,89.48,2426200
0,89.54,90.96,90.12,2504200
1,89.29,90.25,89.54,1910200
0,89.08,90.33,89.15,1101100
1,89.08,89.15,88.66,2011300
1,89.25,89.68,88.4,2035100
0,88.12,89.7,88.77,2688600
0,86.74,89.38,87.75,5237100
0,89.17,88.29,86.74,3291600
1,88.6,89.38,87.07,2882700
1,88.96,90.19,88.36,2985900
0,88.6,89.67,88.5,2220100
0,89.11,89.56,88.1,3176400
1,90.34,89.83,88.46,3005900
1,89.95,90.34,88.71,4593100
0,88.08,91.23,89.87,2806100
0,89.61,89.84,88.08,2387800
1,87.94,89.97,88.78,3051900
0,88.03,89.4,87.84,3306600
1,87.9,88.69,87.49,3360400
0,88.72,88.54,87.59,3592600
1,89.03,88.84,87.41,4613900
1,89.67,89.54,88.15,3321300
1,92.41,90.52,88.58,5866000
1,94.61,93.06,91.5,3130800
1,94.68,94.61,92.69,3804100
1,94.94,95,94.17,2538800
0,94.02,95.1,94.55,3191800
0,92.71,94.34,93.29,2857500
0,92.95,93.06,92.37,2916300
1,93.86,93.34,92.4,2566100
1,93.95,93.87,92.78,2429200
1,95.29,94,93.15,2561600
1,94.55,95.29,93.9,2989500
0,94.74,95.46,94.5,2607600
0,94.05,95.195,94.45,3663600
0,93.81,94.53,93.66,2531400
0,94.23,94,93.0008,2610300
0,92.9,94.29,93.1,3602300
0,92.47,94.27,92.21,3900600
1,92.89,92.86,91.7,2559500
0,92.88,93.21,91.96,2081400
1,93.95,93.4,92.54,2612900
1,92.85,94.1,92.72,3800400
0,94.06,94.093,92.76,3037400
1,93.2,94.07,92.94,9547000
1,92.88,93.63,92.91,2075600
0,93.78,94.06,92.73,2723500
1,93.66,93.99,93.22,2477500
1,92.86,94.09,93.49,3290300
0,90.92,93.98,92.561,4993000
0,91.6,92.43,90.46,2729300
1,90.73,91.66,90.461,2409600
0,92.27,91.59,90.65,2403400
1,93.38,92.31,90.61,6356100
1,92.37,93.65,92.7,3215400
0,91.92,93.38,92.06,3223400
0,92.03,91.99,91.11,2985500
1,92.44,92.33,91.1,2532300
0,92.05,93,91.9,1917300
1,92.5,92.15,91.3,1729600
0,92.36,92.8,92.3,1736000
1,92.92,92.7699,92.2,1913000
1,92.03,92.97,92.4,1880000
0,92.65,92.97,91.94,1945800
1,92.56,92.68,91.79,1823500
1,93.98,93.36,92.43,2464000
1,94,94.1,92.99,2302800
1,93.93,94.17,93.55,1639500
0,92.75,94.3,93.59,3069600
0,92,93.87,92.21,3395200
0,92.36,92.74,91.94,1983400
1,92.29,92.5,92.01,1843500
0,91.37,92.59,91.74,2075400
0,91.5,92.3,90.95,1755100
1,91.48,92.07,91.33,1834900
1,91.7,92.08,91.25,2022300
0,92,92.31,91.62,1764800
1,91.03,92.34,91.41,1858500
0,90.11,91.79,91.01,2713500
1,91.65,90.73,89.23,2949800
1,91,91.8,90.61,2149700
1,91.41,91.66,90.87,2720200
1,90.94,91.95,90.91,2714900
0,90,92.08,90.66,3915400
0,88.69,92,89.53,4759400
0,89.28,89.16,87.96,3541200
1,88.44,89.51,87.58,2850400
1,90.18,89.56,87.78,2434800
1,90.87,90.49,89.84,3024800
1,88.75,91.2,90.4,3355100
0,88.25,90.99,88.56,4273300
0,88.12,89.35,87.55,3078500
0,86.32,88.65,87.77,2848100
0,86.6,87.83,86.32,2599300
1,88.38,86.97,85.338,4938300
1,89.08,88.76,87.01,4208600
1,88.86,89.82,87.96,3356800
1,88.81,89.08,88.31,2600900
1,89.2,89.38,88.35,2192900
1,89.11,89.95,88.86,1924800
0,89.29,89.75,89.08,1410400
1,88.62,89.69,88.28,2289700
0,86.36,89.6,88.35,4629400
0,86.39,87.25,85.98,3267100
0,85.91,87.6,86.24,2887800
0,85.87,86.47,85.29,2389100
1,87.11,86.31,85.46,2908900
0,88.04,87.14,86.38,3026000
1,87.93,88.38,86.62,3722800
1,87.82,88.28,87.35,3446800
0,87.07,88.17,87.52,3212500
1,87.57,87.61,86.67,2950600
0,86.31,87.91,87.01,4696100
0,86.3,87.23,86.06,3334900
1,85.67,86.8,85.72,2661900
0,86.54,86.74,85.218,2570900
1,85.18,86.54,85.08,2098200
0,85.59,86.09,84.99,2146200
0,83.22,86.19,85.33,3032400
0,82.59,84.64,83.03,2776300
1,82.79,82.86,82.25,3268700
1,83.05,82.99,81.985,2899900
1,84.45,83.98,82.72,3539200
1,85.06,85.05,83.87,3683200
1,85.38,85.12,84.1,2697100
0,84.87,86,85.13,2142200
1,84.96,85.195,84.3997,2346000
0,83.37,85,84.03,2322100
0,84.69,84.88,82.95,3200000
1,83.88,84.985,83.675,3000900
0,84.78,84.63,83.75,2450000
1,85.56,84.78,83.27,3602900
1,85.91,85.64,84.25,2777200
1,85.95,86.27,85.26,2770600
1,85.46,86.455,85.5,2611300
1,86.47,86.55,85.24,2631900
1,87.14,87.48,86.24,2601800
1,86.635,87.69,86.88,2828500
1,87.12,87.835,85.98,3192800
1,87.7,87.88,86.3,2710400
1,89.17,88.62,87.7,2753500
1,89.5,89.24,88.3,2823800
1,89.16,89.85,89.11,2343600
1,89.13,89.59,88.89,2100200
0,89.25,89.95,88.74,2294200
0,89.41,89.46,88.72,2072900
0,88.6,89.54,88.75,2618000
0,88.98,89.56,88.51,2750900
0,89.33,89.26,88.5,2962900
0,86.52,89.75,88.38,5701200
1,86.99,87.24,86.02,2769900
0,87.19,87.8,86.91,3177200
1,86.9,87.55,86.13,2565000
1,86.7,87.63,86.69,1781600
0,86.04,87.67,86.66,2354200
0,86.49,86.93,85.92,3060200
1,85.71,86.59,85.57,2609700
0,85.36,86.93,85.08,2476000
0,86.19,85.69,85.1235,2527700
1,86.24,86.4,84.44,3651000
1,87.36,86.77,85.9,1932700
1,87.98,87.79,86.97,2048400
1,89.22,88.05,87.15,2392700
1,88.79,89.22,88.2,2298400
0,89.22,89.36,88.05,2640900
0,87.88,89.29,88.76,2471800
0,89.29,88.82,87.72,2207100
1,89.38,89.61,88.04,2289600
0,88.92,89.42,88.93,2308400
0,88.63,89.35,88.6,2572500
1,88.5,88.6699,88.02,2326100
1,89.42,88.78,87.72,3064200
1,89.17,89.64,88.8,2433800
1,89.52,89.73,88.75,2485300
0,89.88,89.9,89.2,2585400
1,89,90,89.37,5007100
0,88.6,90,88.82,3252200
0,87.76,89.25,88.6,2960900
0,87.1,88.77,87.51,3107100
0,86.81,87.75,86.96,2049300
0,86.06,87.27,86.65,1958300
0,85.24,86.935,85.98,2603200
0,85.72,85.67,84.88,3150800
1,87.4,85.86,84.83,3547900
1,87.47,87.45,86.38,2701900
0,87.72,87.57,87.04,2820500
1,88.14,88.219,87.17,2525200
1,87.83,88.32,87.25,3277700
1,87.41,88.2,87.23,2497700
1,88.04,88.32,87.1,3012900
0,87.88,88.46,87.88,2524800
0,87.65,88.18,87.27,3531300
0,87.74,88.093,87.45,2650000
0,87.99,88.05,87.4,2406700
1,86.99,88.15,87.48,2834600
0,87.42,87.76,86.96,2548800
1,87.6,87.72,86.75,3647000
1,87.57,88,87.22,2850300
0,87.2,88.09,87.16,2530600
1,87.54,87.56,86.75,3085700
0,88.12,88.18,87.46,3031600
0,87.32,88.29,87.68,2522800
0,87.15,88.22,86.69,2959100
1,88.08,87.94,87.15,2189300
0,87.25,88.29,87.47,3195500
0,87.52,87.7733,87.06,2288000
0,87.88,87.98,87.23,3005500
1,86.5,87.88,85.79,3552100
1,87.15,87.59,86.42,3148400
1,87.51,87.8,86.67,3747200
0,85.3,87.99,87,4898900
0,85.26,86.66,85,4412000
0,85.7,85.94,84.63,3895600
1,85.45,86.06,85.31,3494800
1,85.1,85.7,84.96,3522600
0,84.14,86.23,84.92,3413700
0,84.85,85.12,84.02,3721100
0,83.75,85.364,84.1271,2694900
1,84.37,84.12,83.07,3092900
0,83.24,84.64,83.76,3649900
1,84.59,83.89,83.08,4465300
0,83.58,85.19,84.0401,3438400
0,83.78,84.06,83.26,2796600
1,83.53,84.24,83.32,2839200
1,83.13,83.87,82.7,3116400
0,83.76,84.26,83.11,3007400
0,82.23,84.44,83.361,3380100
1,81.37,82.45,81.6,1706500
0,82.22,82.2,81.19,1935200
1,81.91,82.44,80.94,2613300
0,81.24,82.6415,81.62,1722600
0,80.27,82.21,80.78,2042200
0,80.43,81.185,79.93,3164200
1,79.19,80.47,78.9747,3611800
0,79.02,80.405,78.87,4660200
1,79.52,79.5,77.51,3485400
0,79.43,80.0198,78.415,6492600
0,79.18,79.78,78.6,3247000
1,81,79.45,78.26,4203000
1,81.9,81.22,78.9131,3975800
1,80.92,81.99,80.03,3338000
0,81.83,82.422,80.77,4075500
1,82.03,82.135,80.26,3980600
0,82.13,82.73,80.78,4306100
0,81.33,82.8,81.61,6011800
0,81.39,81.6,80.34,5910500
1,81.25,81.46,79.05,5578000
1,79.71,81.31,80.2482,3867100
0,78,81.05,79.43,8721000
1,77.2,78.18,77.03,3853300
0,75.55,78.012,77.05,4923100
0,77.08,76.855,75.55,2094000
1,77.63,77.16,75.49,4149900
1,79.28,78.94,77.45,4170600
1,80.7,79.64,77.54,5438800
0,81.53,81.02,79.98,3928300
1,81.29,81.67,79.67,5077900
0,81.44,83.1,80.86,5097100
0,81.56,82.38,81.06,3602400
1,81.3,82.49,81.3801,3168600
0,80.31,82.66,81.3,3645800
0,80.13,81.16,79.65,4646300
1,80.29,80.31,78.47,6393500
0,79.27,82,80,4230500
0,78.97,80.19,78.3,4311700
1,78.86,79.54,78.12,3771900
0,77.39,79.82,77.89,4337800
0,77.89,78.64,77.35,3559600
1,79.88,78.22,76.26,5772100
1,81.53,80.59,78.93,4022500
1,79.51,81.84,80.5,5252000
0,77.98,82.33,78.92,7413700
1,76.88,78.4,75.97,5788900
1,80.32,79.02,76.28,12651800
0,79.38,82.4,80.23,5428700
0,77.77,80.56,78.98,5125200
0,78.26,79.06,77.11,4087300
1,76.18,78.86,77.2701,3865000
0,78.63,79.15,75.71,4167200
1,78.94,79.05,75.66,4359500
0,78.27,79.23,78.116,2840800
1,76.73,78.4,76.67,3726900
0,76.55,79.34,76.73,5663300
1,75.12,76.87,75.89,3320200
0,75.2,76.74,75.09,3855600
1,72.72,75.45,73.075,5291800
0,71.74,74.69,72.005,4835800
0,70.13,72.84,71.01,5467000
0,71.13,72.18,68.63,8700000
1,73.91,73.24,70.93,7619300
1,74.97,73.94,71.71,7184500
0,76.42,75.68,73.5,5633500
1,76.37,77.2,73.5,5932100
0,74.39,77.77,75.82,4875300
0,72.64,75.26,73.45,5033400
0,74.82,74.3299,72.34,4583800
1,79.33,74.9,72,10108500
1,79.44,79.76,76.27,4957800
0,79.57,79.92,78.46,3914800
1,81.43,79.57,77.88,4552700
1,80.18,81.65,80.014,6027600
0,77.96,81.03,79.48,4222300
0,78.28,80.39,76.91,5402500
1,76.5678,78.79,77.19,6469100
0,78.06,78.28,76,5848900
1,79.88,78.18,76,7423400
1,79.36,80.65,78.78,4722200
0,77.44,80.64,78.66,5213800
1,80.02,78.26,76.7,5271200
1,83.02,80.33,78.92,4391300
1,82.7,83.945,81.28,4535400
0,81.68,83.37,82.2,4737700
1,81.3,82.61,80.71,3734200
0,77.73,82.23,80.9,3467000
0,80.45,80.26,76.5,5390000
1,79.4,80.65,77.79,6604500
0,77.17,80.45,78.85,5176800
0,78.34,79.81,76.8734,5819100
0,76.65,78.52,76.5,4434200
1,79.83,78.82,76.6,6151600
1,82.19,80.02,76.74,8546300
1,82.53,83.03,80.58,5429400
1,82.66,82.68,81.05,5078200
0,81.89,83.66,81.97,4157200
0,78.69,82.76,80.8,5718100
0,81,82.36,78.29,7142300
1,80.23,81.22,78.01,9377400
0,80.75,82.86,78.06,12008400
1,83.44,81.37,78.53,11496200
0,85.07,84.22,81.24,8453100
1,85.56,85.07,82.11,9061600
0,85.67,86.45,84.82,6277000
1,87.98,87.25,85.25,6406300
1,86.94,88.17,85.54,5997600
1,88.19,87.71,86.6,4883800
1,89.69,88.72,87.41,4285900
1,91.92,89.72,87.75,6658400
1,94.84,92.5,89.56,11432000
1,96.09,95.53,93.9,3438600
1,95.01,96.38,95.11,2846200
0,94.83,96.09,94.5,3540400
1,94.94,94.92,94.15,2808000
1,95.1,94.94,93.38,4756900
1,95.2,95.12,93.71,2951400
0,94.82,95.63,94.72,3924000
1,96.09,95.78,94.56,5397100
0,97.11,97.3,96.03,2816100
1,96.45,97.22,95.8,4578100
1,97.12,97,96.06,4510200
1,97.73,97.67,96.99,3014900
0,96.12,98.19,97.17,3312100
0,96.4,97.5,96.1,3704100
1,94.83,96.86,96.06,3064200
0,93.38,96.95,94.83,4659700
0,93.42,95.06,93.35,4201800
0,92.63,93.64,92.681,3071700
0,91.08,93.02,92.42,2730000
0,92.34,92.655,90.84,2783700
1,92.04,92.53,90.68,4179900
1,93.33,92.42,90.73,3804200
1,92.81,93.92,92.72,2675400
0,91.42,93.79,92.33,2438300
0,92.3,92.87,91.41,2026700
0,91.07,92.63,91.53,3764100
0,91.7,91.88,90.66,2995700
1,92.28,92.08,90.58,3407700
0,91.14,92.99,92.04,2839100
0,91.44,91.87,90.902,2543300
1,91.36,91.9,90.64,2765200
0,90.94,92.43,90.99,2493300
0,90.86,91.348,90.36,3469900
0,90.38,91.99,90.74,3049700
1,90.19,90.93,90.24,2964500
1,91.35,91.23,90.19,3108300
0,94.3308,92.11,90.97,2745200
1,94.05,94.3308,91.334,3456200
0,93.46,94.68,93.49,3181300
0,92.65,93.99,93.1,1987200
0,91.54,93.2,92.03,2669200
0,92.92,93.03,91.38,2814300
1,92.29,92.92,91.93,3218300
1,94.55,92.88,91.76,2988900
1,94.34,94.65,93.13,3486900
0,93.72,95,93.93,2385400
0,95.28,94.18,92.75,3340200
1,95.54,95.46,93.14,4845500
1,96.61,96.23,95.2692,2605500
1,95.18,97.18,95.19,2918900
0,95.77,96.94,95.11,3949300
1,96.24,96,94.44,3458300
1,95.3,96.43,95.63,3285600
0,95.73,96.46,95.3,2039000
0,95.61,96.83,95.36,3666500
1,96.55,96.28,94.4,4159700
1,96.93,97,95.74,3226100
1,97.58,97.5,96.58,2938700
1,96.92,97.95,96.65,3025000
1,96.11,97.5,96.86,3086000
0,95.67,97.3,96.09,3597800
0,95.01,96.535,95.38,3774200
0,93.91,96.59,94.39,8004300
0,94.09,94.32,93.27,2187100
0,92.97,94.43,93.655,2926600
0,91.65,94.42,92.93,3635400
0,91.94,92.03,91.47,2435100
1,92.89,91.94,90.58,3639300
1,92.43,93.14,91.98,3110700
0,93.07,93.22,91.75,2290200
0,93.2,93.25,92.55,2834700
1,93.59,93.27,92.03,3894500
0,93.59,94.64,93.4,3221500
0,93.51,93.75,92.62,2462700
1,93.94,93.93,92.6,3428700
0,93.51,94.1,93.22,2498400
1,92.68,94,93.02,2253400
0,93.53,93.83,92.68,1956600
1,92.41,94.33,92.62,3546700
0,92.84,93.67,92.36,3202900
1,92.27,93.16,92.33,3566500
0,92.42,92.9,91.9,2221400
1,92.87,92.82,92.12,2414300
1,92.61,92.96,92.13,2748500
0,90.62,92.98,91.89,2595800
0,90.96,92.66,90.6,3978100
1,90.27,91.48,90.41,2067100
0,89.72,91.8,90.17,3576000
0,88.59,90.1,88.53,4823200
0,89.06,88.97,88.05,3581300
1,89.05,89.24,86.91,6387500
1,91.21,90.09,88.06,5273500
1,89.71,91.21,89.9,3549000
0,92.32,92.0494,89.71,3513000
1,93.52,92.32,90,5098400
1,92.37,93.74,92.58,2117900
0,92.58,94.16,92.3,3623700
0,92.71,93.55,92.02,3790500
1,91.85,93.29,91.35,2770400
0,90.24,93.4,91.85,3061100
0,92.19,92.2,90.24,2809500
1,91.9,92.35,90.44,4008100
0,89.75,92.64,91.1,4797400
0,90.43,90.67,89.69,2859500
1,92.57,90.73,89.27,3995700
1,92.73,92.58,89.87,5360900
1,92.73,93.65,91.82,5032300
0,92.14,92.97,92.05,3435200
0,91.46,92.96,92.02,3134200
0,91.52,92.95,91.45,3906500
0,91.72,92.14,91,2971900
0,90.34,92.3,91.72,3418500
0,90.24,91.95,90.061,3410000
1,89.67,90.68,89.96,2787500
0,88.97,90.84,89.65,4786500
0,88.17,89.5,88.78,2708000
0,87.92,89.25,87.81,2621700
0,87.82,88.39,87.65,1973900
0,87.68,88.27,87.55,1982200
1,88.02,88.45,87.68,2892600
1,87.93,88.3,87.44,3995200
0,89.43,88.19,87.31,4116500
1,89.2,89.69,87.25,4927600
1,88.58,90.29,89.02,3282400
0,89.4,89.72,88.43,4097800
1,89.21,89.5,87.2,7480800
0,88.66,90.5,89.06,6319600
0,87.86,89.39,88.37,3911300
0,88.25,88.38,87.25,2167400
1,87.84,88.74,87.66,2302200
0,87.74,88.5,87.71,2323700
0,88.47,88.1099,87.45,2094300
1,88.02,88.87,87.76,2351900
0,87.33,88.76,87.92,2732900
0,85.72,88.3399,87.33,3024400
0,86.55,87.33,85.72,3475200
0,86.86,87.31,85.95,3355500
1,86.29,87.19,85.63,3452600
0,87,87.9,86.12,4081300
1,86.75,87.2781,86.28,2644100
0,86.53,87.33,86.74,2632800
1,86.78,86.98,86.01,1791500
1,86.84,87.03,86.37,1502900
0,87.01,87.2,86.55,1666800
1,86.38,87.42,86.44,1769700
0,86.79,87.25,86,1585500
1,86.41,86.86,86.23,1890200
0,87.52,86.9,85.83,2396800
1,86.6,87.6,86.23,3265900
0,86.39,87.82,86.11,4002600
1,85.89,86.65,85.9,3655800
0,85.84,86.58,85.15,2670600
1,85.23,87,85.45,4758500
0,84.54,85.91,85.02,2873400
0,84.35,85.72,84.43,4264300
0,84.98,84.42,83.75,4453200
1,83.23,85.05,83.72,3598100
0,86.68,84.82,83.23,5145300
1,87,87.07,83.81,10359600
1,86.055,87.42,86.62,3165400
0,86.24,87.24,85.81,2910700
0,85.42,87.13,86.15,4257900
0,83.25,86.73,85.4,5153700
1,83.7,84.3,83.03,3463500
1,84.46,84.38,83,3590000
1,84.49,85.07,83.92,1661300
0,83.91,84.81,84.08,3857600
1,84.66,84.54,83.14,3933200
1,85.53,85.06,83.97,2976300
1,84.84,85.55,84.72,3221300
0,84.08,85.75,84.56,3576400
1,85.71,84.52,83.52,3130600
1,86.69,85.78,83.97,5699800
1,86.02,86.78,86.14,3131100
1,85.72,87.17,85.63,4123700
0,85.3,86.56,85.22,5850800
0,86.33,86.49,85.29,3999000
1,85.8,86.34,84.95,4920500
1,87.46,86.6,85.55,5515100
1,86.29,87.49,86,3724300
0,85.15,87.87,86.1,6606100
0,84.81,85.58,83.3,4081700
0,84.57,85.05,84.32,3815200
1,85.01,85.29,83.42,4467200
1,87.82,85.21,84.07,6085200
1,89.99,88,83.8,16228100
1,90.68,90.53,88.56,3398500
